N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare
162,60,134,5.43,60.92,Silt,1.39,29.66,34.6,426.95,6.19,1.21,Central,391,Rabi,Rice,Rainfed,298.59,12.13,11.64
99,18,34,6.31,62.18,Clay,1.17,20.08,38.31,414.34,8.61,1.39,East,852,Zaid,Wheat,Rainfed,203.87,11.17,9.23
142,52,35,6.2,63.97,Loamy,0.49,11.19,73.84,2641.79,10.9,6.24,West,1829,Rabi,Rice,Drip,134.59,12.42,10.78
136,77,41,4.96,39.07,Silt,0.38,29.76,75.42,803.25,6.06,13.25,South,1421,Zaid,Sugarcane,Sprinkler,347.91,6.59,73.67
141,43,137,7.62,19.32,Silt,0.3,11.86,87.49,2020.68,10.83,1.06,North,1138,Zaid,Potato,Drip,154.49,11.74,25.07
137,33,132,7.7,53.64,Clay,0.68,38.97,42.34,667.28,9.34,8.94,East,983,Kharif,Cotton,Rainfed,214.61,8.78,6.8
76,43,114,7.48,50.45,Clay,0.72,36.62,68.94,2552.9,9.69,6.06,West,209,Kharif,Rice,Drip,232.39,24.62,10.8
120,49,20,7.68,43.98,Sandy,0.53,34.93,55.85,2170.07,7.98,16.54,West,1233,Kharif,Maize,Rainfed,115.21,4.71,9.0
47,84,94,7.35,59.41,Loamy,0.67,21.03,36.83,436.15,9.44,17.3,Central,319,Zaid,Maize,Drip,115.69,3.0,7.23
178,37,25,7.99,60.58,Silt,1.03,32.35,50.17,980.51,8.27,7.78,West,382,Rabi,Rice,Rainfed,337.22,20.32,10.74
133,60,106,6.76,49.16,Clay,0.45,11.38,52.05,2724.51,7.39,17.61,South,159,Kharif,Rice,Rainfed,203.34,19.3,11.33
69,58,81,6.78,20.6,Clay,0.56,12.69,57.21,2415.58,9.98,17.51,East,1412,Zaid,Cotton,Drip,148.47,20.46,6.72
167,62,77,7.72,19.78,Silt,1.03,24.84,47.58,419.15,9.75,10.79,Central,661,Rabi,Sugarcane,Rainfed,103.74,12.41,71.37
118,66,127,5.99,35.43,Clay,1.22,27.6,63.16,1068.26,6.77,7.55,East,159,Rabi,Maize,Sprinkler,71.68,5.47,10.88
90,22,38,4.97,29.64,Clay,1.51,33.01,66.39,1122.31,4.29,2.8,South,2089,Rabi,Potato,Drip,333.14,22.65,24.24
34,69,128,7.35,21.65,Sandy,0.96,18.93,54.77,1499.31,10.48,10.41,Central,434,Zaid,Sugarcane,Rainfed,127.64,19.84,71.87
151,80,142,5.67,45.56,Silt,0.45,26.28,52.4,989.77,9.48,15.19,South,1044,Kharif,Maize,Canal,193.56,18.65,11.31
84,91,119,6.41,49.18,Sandy,1.07,11.88,69.33,2373.45,10.0,7.73,West,1195,Rabi,Rice,Canal,70.62,0.89,11.37
66,54,28,5.62,49.9,Loamy,1.59,24.13,33.25,1477.05,4.17,9.59,South,1835,Kharif,Potato,Rainfed,290.66,12.15,24.53
85,99,68,7.61,23.76,Clay,1.45,30.14,81.98,331.38,10.12,7.77,West,1845,Rabi,Cotton,Rainfed,141.95,8.5,6.43
131,45,50,8.06,30.29,Sandy,1.31,39.69,88.48,1273.8,7.28,12.96,North,889,Rabi,Cotton,Drip,337.58,8.6,9.08
122,62,78,4.99,24.95,Silt,1.25,33.04,33.32,1782.42,10.37,10.36,Central,1466,Zaid,Wheat,Drip,296.77,3.15,8.53
102,75,149,5.59,45.07,Loamy,1.28,39.86,72.55,1948.13,8.84,9.74,Central,1901,Zaid,Potato,Sprinkler,306.24,22.08,26.46
88,66,64,5.44,43.35,Loamy,0.42,24.94,45.13,540.86,6.98,4.7,North,1006,Kharif,Potato,Rainfed,119.54,6.06,24.67
31,52,115,7.09,40.17,Sandy,0.98,22.99,55.8,1543.26,4.87,11.08,East,270,Rabi,Sugarcane,Sprinkler,115.43,1.23,74.87
133,50,62,6.26,29.8,Sandy,1.2,35.03,46.24,1375.93,7.9,9.41,East,688,Rabi,Rice,Drip,237.08,11.48,10.72
80,69,117,6.35,26.85,Clay,0.39,23.87,42.85,739.94,8.96,12.94,West,2073,Zaid,Sugarcane,Drip,95.18,13.59,74.65
59,99,20,5.33,59.52,Sandy,1.49,32.68,56.46,750.55,10.33,11.75,Central,1025,Rabi,Wheat,Canal,338.5,8.91,8.41
40,27,110,6.21,17.44,Sandy,0.47,39.84,52.3,2732.62,10.2,6.0,North,611,Zaid,Rice,Sprinkler,87.73,9.19,7.88
137,51,63,5.83,47.82,Sandy,0.41,31.74,55.55,1333.79,5.81,11.71,West,2174,Zaid,Potato,Rainfed,263.39,9.83,25.99
105,61,52,6.88,15.98,Loamy,0.46,10.43,78.49,1900.72,4.53,13.99,West,51,Kharif,Wheat,Rainfed,107.52,17.12,6.41
119,85,49,5.54,24.69,Silt,0.85,15.41,88.72,815.54,7.29,12.07,North,1290,Zaid,Maize,Sprinkler,240.19,6.42,9.88
152,36,75,6.89,29.47,Sandy,1.01,18.29,38.6,2691.18,5.94,9.49,Central,1579,Rabi,Sugarcane,Sprinkler,311.34,23.5,78.6
154,53,124,6.08,59.32,Loamy,0.42,34.66,74.65,2666.93,6.22,12.24,South,1776,Zaid,Wheat,Canal,119.85,9.54,10.11
151,72,50,5.98,21.89,Loamy,1.32,37.96,62.95,2283.75,8.67,9.04,South,1669,Kharif,Potato,Sprinkler,97.13,10.49,24.45
123,44,108,5.84,61.89,Sandy,0.56,29.49,52.38,1390.4,9.23,6.77,South,1606,Rabi,Maize,Drip,243.08,3.69,11.42
132,32,20,7.09,55.77,Loamy,1.03,12.64,69.63,1338.01,9.13,11.57,West,2157,Kharif,Wheat,Canal,88.11,11.62,7.61
60,32,129,6.71,48.95,Clay,0.94,24.99,82.89,2524.49,9.72,1.32,West,1814,Kharif,Sugarcane,Rainfed,311.87,17.41,76.1
81,88,101,7.7,35.59,Silt,1.48,35.77,68.49,2471.78,4.3,2.58,East,369,Zaid,Sugarcane,Rainfed,316.96,8.46,76.06
118,53,38,5.62,60.26,Clay,1.46,20.87,72.22,2611.46,10.76,4.11,West,228,Kharif,Wheat,Rainfed,282.67,4.81,11.07
105,40,134,4.94,41.4,Silt,0.61,11.96,38.89,982.98,6.37,17.64,East,1645,Rabi,Potato,Rainfed,171.8,19.19,25.79
158,85,145,5.42,33.56,Loamy,1.0,33.39,72.78,1955.41,6.57,5.87,North,133,Zaid,Cotton,Sprinkler,177.13,14.87,9.66
51,21,83,5.97,44.28,Sandy,1.58,29.71,89.17,1979.39,8.42,9.5,North,1133,Rabi,Potato,Canal,121.66,12.23,24.72
69,83,72,5.41,26.61,Sandy,0.73,24.01,87.58,1200.01,5.58,10.69,Central,1878,Rabi,Sugarcane,Canal,247.37,9.65,75.31
130,79,25,5.08,28.64,Loamy,0.4,35.49,54.55,536.38,8.74,1.22,Central,270,Zaid,Maize,Sprinkler,81.9,7.13,5.7
140,60,36,6.31,60.97,Sandy,1.23,35.49,82.94,560.97,5.84,2.3,West,2158,Kharif,Wheat,Rainfed,279.13,2.89,10.52
158,32,65,7.1,54.7,Loamy,0.95,31.03,65.48,2407.24,8.91,3.65,Central,1761,Zaid,Maize,Drip,117.33,6.65,10.37
94,27,137,7.36,40.68,Clay,1.52,38.27,37.1,1154.35,9.72,4.7,East,1340,Kharif,Maize,Rainfed,324.36,6.86,11.07
178,39,92,6.16,35.83,Loamy,1.05,23.62,88.69,2525.98,10.3,2.24,North,1460,Kharif,Maize,Rainfed,274.76,8.39,12.53
108,22,120,6.43,55.38,Loamy,0.96,31.87,66.79,1015.71,6.86,12.06,East,1336,Kharif,Sugarcane,Canal,181.66,6.81,74.87
51,88,110,7.37,43.53,Clay,1.49,34.92,36.35,806.65,9.65,3.03,East,1602,Kharif,Wheat,Rainfed,146.61,0.58,7.08
128,46,25,6.0,35.75,Clay,0.79,29.07,64.34,1282.18,7.26,16.22,South,349,Rabi,Sugarcane,Canal,131.47,7.35,72.36
37,31,128,7.47,40.77,Loamy,1.08,26.59,73.29,2109.95,5.72,9.55,Central,449,Zaid,Wheat,Drip,260.29,0.23,8.46
46,93,59,8.09,26.64,Clay,1.4,31.96,44.24,1850.47,9.12,4.18,East,1584,Kharif,Wheat,Rainfed,319.52,18.41,10.34
46,93,110,7.79,25.1,Silt,1.08,20.64,70.95,675.46,6.06,4.93,South,891,Zaid,Maize,Canal,334.02,4.75,8.75
119,62,85,6.34,64.45,Clay,0.69,20.99,87.96,2752.83,5.2,12.0,West,360,Rabi,Cotton,Drip,340.51,3.0,11.36
170,77,30,6.77,63.48,Sandy,1.03,39.3,43.9,2746.04,4.85,2.92,South,563,Zaid,Cotton,Drip,332.47,15.81,10.36
174,54,135,7.24,36.04,Clay,0.86,13.57,59.45,979.74,6.78,1.76,North,268,Rabi,Rice,Rainfed,266.55,23.73,8.92
110,98,62,5.99,40.76,Clay,1.58,35.26,48.84,1625.21,9.22,14.59,South,2074,Kharif,Rice,Sprinkler,116.43,23.05,8.13
107,29,77,7.52,56.36,Loamy,0.37,33.66,53.27,869.04,9.7,9.37,West,1541,Rabi,Sugarcane,Drip,157.06,13.75,74.54
35,20,57,6.29,51.29,Clay,1.3,11.62,80.23,2780.46,9.84,15.45,North,1698,Kharif,Cotton,Rainfed,171.5,8.67,6.9
139,77,113,7.68,19.98,Silt,0.33,31.11,79.41,1170.76,7.0,17.16,South,1250,Kharif,Maize,Drip,251.07,5.5,7.96
43,22,55,5.67,33.73,Loamy,1.09,12.82,30.5,2554.9,4.26,8.72,South,1937,Zaid,Rice,Drip,188.74,9.59,8.89
101,46,25,4.84,27.51,Silt,0.86,16.32,37.32,1372.6,5.25,6.16,East,289,Zaid,Sugarcane,Rainfed,160.65,1.11,74.56
172,59,84,6.95,64.63,Sandy,1.48,38.75,50.94,2090.54,5.37,7.29,East,163,Zaid,Cotton,Canal,163.64,14.65,10.38
83,66,143,6.34,52.44,Loamy,1.0,20.86,48.18,2563.52,7.53,16.18,East,1387,Rabi,Maize,Canal,221.55,22.68,13.45
56,93,136,5.0,17.39,Loamy,1.38,11.7,35.62,1853.01,10.41,17.97,Central,753,Rabi,Maize,Drip,277.26,16.63,9.46
42,96,37,6.46,60.0,Sandy,1.17,25.64,71.26,877.22,4.91,7.48,East,311,Rabi,Potato,Canal,137.81,15.48,25.79
89,27,115,5.37,61.4,Sandy,0.88,16.19,68.56,2293.92,4.24,17.4,East,1311,Kharif,Maize,Canal,218.71,7.12,9.85
35,38,147,6.94,31.66,Silt,0.74,22.79,44.89,2572.25,4.0,9.59,West,972,Kharif,Cotton,Canal,109.3,11.09,6.28
87,54,55,6.31,47.1,Clay,0.45,13.05,51.7,522.79,10.3,1.62,East,983,Rabi,Rice,Drip,349.61,23.84,10.11
78,28,89,5.38,49.1,Loamy,0.32,12.88,59.28,1233.37,9.75,4.44,South,143,Kharif,Cotton,Rainfed,213.63,18.53,6.34
55,89,114,6.2,51.48,Loamy,0.3,25.12,32.72,2781.56,10.74,7.58,East,1369,Rabi,Rice,Drip,125.48,1.57,10.77
76,84,63,5.59,49.68,Silt,0.59,20.08,39.29,1929.68,8.9,7.02,North,1423,Kharif,Rice,Canal,243.89,4.7,9.13
34,76,63,7.02,42.99,Loamy,1.03,14.66,68.81,735.42,8.27,14.82,North,42,Kharif,Cotton,Canal,139.59,10.91,5.77
49,75,46,5.8,62.69,Sandy,1.57,27.41,59.14,2407.67,4.86,14.39,East,1243,Zaid,Wheat,Drip,254.75,20.99,11.81
163,15,119,7.59,40.62,Loamy,1.22,11.87,66.03,1477.78,8.03,3.15,South,403,Kharif,Cotton,Canal,126.63,22.75,7.84
88,80,71,4.85,20.55,Clay,0.39,32.58,88.4,2454.62,9.54,1.97,Central,786,Kharif,Rice,Sprinkler,98.04,8.23,8.37
175,46,44,6.17,19.02,Sandy,1.14,11.54,75.33,2208.77,10.09,13.07,East,391,Rabi,Sugarcane,Drip,132.91,4.39,74.8
161,27,93,6.9,15.92,Silt,0.93,39.11,88.09,2105.23,10.09,8.24,North,1234,Rabi,Potato,Canal,224.31,3.1,25.01
46,47,58,4.88,36.4,Silt,1.13,32.07,65.46,975.58,6.12,3.92,South,1517,Kharif,Sugarcane,Rainfed,192.32,2.05,73.02
43,46,132,5.53,28.66,Loamy,1.11,36.92,30.09,1696.11,5.33,2.47,Central,2194,Rabi,Sugarcane,Canal,277.75,4.01,75.2
42,70,22,5.91,59.76,Sandy,0.49,23.2,35.63,2438.22,5.04,4.64,East,1377,Rabi,Potato,Drip,133.55,2.5,25.51
164,38,134,4.87,58.36,Sandy,1.5,11.74,71.82,2435.58,8.51,17.29,Central,1985,Kharif,Cotton,Drip,250.91,12.44,9.02
157,18,41,6.66,56.89,Sandy,1.02,16.88,48.3,726.38,4.49,2.48,West,912,Kharif,Potato,Canal,168.44,18.96,23.65
73,37,23,6.94,58.36,Loamy,1.21,39.13,54.83,1302.8,10.09,10.36,West,1146,Rabi,Rice,Sprinkler,196.41,7.48,10.36
148,43,33,5.57,29.88,Loamy,0.8,28.57,70.53,1449.64,9.65,1.45,South,649,Rabi,Wheat,Sprinkler,326.03,12.85,11.34
172,35,33,6.65,36.31,Silt,0.46,16.84,50.01,1502.19,4.05,16.36,Central,764,Kharif,Rice,Drip,290.31,21.98,7.83
48,44,35,8.2,30.59,Clay,1.2,24.48,82.42,1444.64,8.11,9.7,West,2023,Zaid,Cotton,Canal,132.45,22.99,5.37
92,34,83,7.82,19.3,Sandy,1.53,19.52,53.25,539.88,8.43,16.94,East,1727,Zaid,Potato,Rainfed,264.28,8.78,21.46
110,30,35,5.0,61.2,Loamy,1.06,24.69,32.66,2558.8,10.34,6.52,East,493,Kharif,Potato,Canal,95.41,18.32,26.73
176,81,71,5.23,45.8,Loamy,0.56,35.1,89.05,2253.65,7.74,7.89,Central,1709,Zaid,Wheat,Canal,349.32,1.79,10.66
177,63,38,6.48,21.63,Clay,1.11,16.68,59.38,1378.29,4.36,13.74,West,732,Rabi,Cotton,Rainfed,317.9,14.33,8.96
129,72,88,5.63,25.3,Loamy,0.86,21.97,51.03,2678.27,8.78,17.01,South,272,Kharif,Sugarcane,Rainfed,305.75,14.79,75.11
151,58,112,5.08,37.54,Loamy,0.82,23.38,83.95,1653.49,6.45,3.38,East,253,Rabi,Wheat,Rainfed,245.59,13.64,7.88
73,39,24,5.67,17.59,Loamy,1.49,27.61,81.65,444.85,7.57,7.76,Central,470,Kharif,Wheat,Sprinkler,117.78,4.13,6.48
133,37,61,5.01,28.6,Sandy,1.26,12.33,32.27,1407.88,5.68,17.5,West,1415,Rabi,Wheat,Canal,204.12,16.66,7.56
90,73,36,6.6,50.17,Clay,0.96,16.21,78.51,815.98,10.02,6.54,South,695,Kharif,Sugarcane,Sprinkler,192.69,5.78,75.68
154,15,130,6.47,61.02,Silt,0.84,21.93,59.4,2795.4,8.12,16.93,East,1595,Zaid,Wheat,Canal,179.99,22.93,10.88
174,29,91,4.82,61.44,Clay,0.62,34.28,70.41,610.0,9.22,11.54,Central,615,Kharif,Cotton,Rainfed,249.3,2.22,6.22
100,95,123,6.44,41.0,Clay,0.75,15.61,38.76,1065.52,5.05,9.17,North,80,Kharif,Cotton,Sprinkler,274.19,16.9,8.85
136,95,113,6.57,30.61,Silt,1.0,36.45,70.05,1995.68,7.96,6.64,Central,1516,Rabi,Rice,Canal,138.71,9.74,9.87
79,66,29,6.86,61.04,Silt,0.36,20.17,43.81,858.42,6.11,9.65,Central,1038,Kharif,Maize,Canal,252.01,8.26,10.36
94,72,35,8.1,54.33,Loamy,0.76,17.62,37.04,580.58,4.18,12.11,Central,1667,Kharif,Sugarcane,Canal,165.69,7.6,73.4
128,55,61,8.14,44.36,Loamy,0.94,22.28,38.08,1264.78,9.1,13.08,East,939,Zaid,Wheat,Canal,65.01,9.29,6.78
61,58,22,6.59,56.73,Loamy,1.09,26.61,48.0,2538.65,10.85,2.3,East,1040,Kharif,Sugarcane,Canal,105.76,5.82,76.6
170,18,140,7.67,37.94,Sandy,1.27,32.02,89.5,1742.95,9.1,11.89,East,2074,Zaid,Sugarcane,Rainfed,248.2,21.07,73.74
87,91,43,5.09,20.61,Sandy,0.32,24.31,33.26,2164.29,4.59,16.17,Central,1966,Rabi,Wheat,Rainfed,295.84,15.69,8.32
157,82,38,6.61,61.91,Clay,0.68,34.54,49.85,1012.54,8.41,8.26,Central,2003,Rabi,Maize,Drip,77.97,18.47,9.09
171,21,94,7.11,41.7,Sandy,0.64,34.56,61.5,2532.32,9.8,5.26,West,34,Zaid,Potato,Canal,105.43,5.81,25.3
141,60,59,6.72,49.76,Sandy,0.98,10.05,42.41,1701.92,5.13,12.89,West,1932,Rabi,Cotton,Canal,193.43,5.25,8.2
97,23,65,5.58,34.61,Silt,0.91,33.75,87.7,1184.72,10.87,2.93,South,785,Zaid,Sugarcane,Sprinkler,91.09,10.7,72.02
69,47,59,5.01,21.79,Loamy,0.4,23.28,57.63,1937.75,8.37,16.86,North,218,Rabi,Wheat,Rainfed,248.53,17.71,6.88
173,47,81,6.11,28.59,Silt,1.29,39.01,71.56,1317.37,10.87,9.72,East,2029,Rabi,Wheat,Drip,69.81,24.3,8.72
161,98,37,7.0,17.18,Loamy,1.19,34.61,51.6,993.1,8.41,12.25,North,141,Rabi,Sugarcane,Sprinkler,91.07,9.2,74.59
119,18,101,8.17,19.38,Clay,1.37,21.52,41.65,2216.93,8.68,6.99,East,765,Kharif,Potato,Sprinkler,271.5,21.55,24.84
57,79,127,5.6,25.25,Silt,0.44,29.04,48.22,569.35,9.32,8.31,West,14,Kharif,Cotton,Canal,299.88,23.29,7.7
125,48,31,7.92,43.05,Loamy,0.96,15.83,46.78,1959.77,9.63,10.81,South,831,Rabi,Cotton,Canal,134.41,0.17,7.22
60,99,123,5.03,64.64,Silt,1.08,18.71,80.85,1613.49,10.15,17.78,North,1560,Kharif,Potato,Sprinkler,192.93,17.86,24.16
32,93,107,7.97,57.19,Silt,0.36,16.06,30.89,1583.92,9.26,12.94,Central,1288,Kharif,Potato,Sprinkler,227.96,10.7,23.73
165,78,134,7.63,19.29,Loamy,1.55,32.53,83.62,1156.25,7.22,16.89,West,1564,Rabi,Maize,Rainfed,66.45,14.76,8.53
53,39,52,4.87,57.12,Sandy,1.33,10.25,53.57,987.54,5.78,17.24,South,1610,Rabi,Sugarcane,Rainfed,265.61,13.21,73.32
44,69,137,5.81,41.82,Silt,0.62,22.22,67.01,2025.74,6.78,14.28,East,794,Kharif,Wheat,Canal,77.32,21.65,7.2
74,23,99,4.97,48.02,Clay,1.12,35.13,78.33,2327.16,10.44,1.7,East,2027,Zaid,Cotton,Rainfed,112.51,4.66,7.59
37,31,31,8.18,21.49,Sandy,0.49,31.27,57.66,1265.62,10.04,5.6,South,1669,Rabi,Sugarcane,Drip,272.62,17.22,74.15
100,35,114,6.25,34.77,Silt,1.44,22.65,35.56,660.52,6.54,14.72,East,1648,Zaid,Maize,Rainfed,301.01,6.28,10.69
137,74,72,7.05,59.21,Clay,0.43,28.99,62.5,353.74,6.96,1.23,East,1687,Kharif,Cotton,Rainfed,266.18,20.87,6.81
144,27,32,5.6,36.27,Clay,1.48,22.95,37.29,1749.38,6.06,9.25,Central,694,Rabi,Wheat,Canal,325.71,21.83,7.54
132,17,141,7.97,21.36,Loamy,1.38,35.32,79.48,925.06,8.35,14.03,East,2012,Zaid,Wheat,Drip,346.24,5.36,8.52
154,82,121,5.73,30.55,Sandy,0.92,27.18,68.87,1332.24,6.52,16.83,North,2185,Zaid,Cotton,Canal,295.52,8.88,9.56
86,18,77,5.68,26.08,Sandy,1.15,28.98,65.53,1693.19,9.62,8.5,South,1455,Zaid,Rice,Canal,239.06,13.31,8.41
59,21,23,5.87,49.34,Loamy,0.62,39.66,30.02,2108.94,7.33,15.1,South,347,Zaid,Cotton,Rainfed,75.62,1.66,7.21
175,40,85,6.37,60.55,Silt,0.8,33.1,87.6,1358.86,5.54,8.76,Central,1322,Kharif,Maize,Drip,321.04,12.64,12.21
143,89,134,4.86,51.67,Silt,0.58,18.58,37.82,2056.34,7.12,3.42,West,721,Rabi,Sugarcane,Drip,143.35,14.98,74.89
146,38,55,6.83,57.18,Clay,0.99,33.19,41.01,2583.88,9.15,8.77,West,336,Rabi,Sugarcane,Drip,173.37,22.76,77.0
89,24,42,4.91,55.29,Clay,0.71,37.85,89.17,993.37,7.18,8.51,East,1116,Rabi,Wheat,Drip,211.02,9.15,8.36
127,27,38,6.63,15.73,Clay,0.76,18.85,35.37,2042.35,8.0,9.92,South,1707,Rabi,Potato,Rainfed,316.26,6.01,26.5
155,58,59,6.36,21.22,Clay,0.88,34.52,74.5,1059.95,10.4,16.82,North,1582,Rabi,Cotton,Canal,293.01,13.29,7.54
123,53,91,5.62,36.17,Loamy,1.43,17.13,35.7,469.93,8.99,11.51,North,61,Rabi,Maize,Rainfed,206.01,20.42,8.26
163,33,77,5.92,20.6,Silt,1.01,23.02,73.97,506.88,10.98,2.53,East,1324,Zaid,Cotton,Canal,314.81,14.22,7.18
151,65,126,7.2,51.75,Clay,1.35,30.71,83.36,2055.91,4.54,8.32,West,1491,Kharif,Potato,Sprinkler,307.11,21.62,28.03
137,33,37,4.83,18.51,Sandy,1.4,17.31,50.98,673.22,9.25,8.75,East,1296,Kharif,Cotton,Rainfed,159.95,4.49,4.49
33,90,55,5.88,35.81,Clay,0.62,15.62,48.74,2791.32,9.13,15.04,West,43,Kharif,Rice,Rainfed,141.64,21.77,9.64
122,66,148,7.11,34.61,Clay,1.31,23.88,85.98,1658.99,4.76,9.79,Central,64,Rabi,Cotton,Rainfed,174.04,14.01,9.04
35,61,20,5.32,42.17,Silt,1.14,33.5,34.48,1081.23,10.76,8.35,Central,1512,Rabi,Cotton,Canal,282.53,7.07,7.36
61,44,83,6.71,46.47,Clay,0.96,27.88,50.85,1813.12,9.92,3.29,Central,583,Kharif,Maize,Drip,242.03,2.27,13.12
135,60,81,5.37,62.35,Loamy,0.42,31.04,69.18,525.27,7.58,14.26,South,1513,Rabi,Wheat,Sprinkler,94.77,1.92,6.53
175,90,129,5.33,28.56,Silt,1.04,30.68,71.25,432.05,5.54,14.12,West,2047,Kharif,Sugarcane,Rainfed,152.56,16.87,75.44
44,35,94,7.43,48.3,Silt,0.5,26.33,57.18,1642.71,5.3,4.41,West,1279,Kharif,Sugarcane,Canal,314.31,23.74,75.79
151,89,35,5.71,16.75,Clay,1.36,19.47,81.22,748.34,4.89,12.23,South,490,Rabi,Rice,Canal,330.33,18.12,9.72
125,62,36,6.08,15.05,Loamy,1.52,22.65,80.94,481.38,5.35,2.43,Central,1691,Rabi,Sugarcane,Drip,99.19,18.46,73.05
35,76,43,7.28,16.27,Silt,0.92,21.42,79.02,1869.82,10.47,10.82,South,1439,Zaid,Cotton,Rainfed,342.57,4.99,6.61
141,72,117,5.41,37.45,Sandy,0.87,12.37,40.25,1422.33,8.44,10.23,East,696,Kharif,Maize,Rainfed,241.88,7.84,10.53
149,32,149,6.61,42.75,Clay,0.94,36.95,68.8,1542.7,4.87,3.12,Central,282,Zaid,Potato,Canal,291.83,19.99,29.3
152,73,33,7.92,15.31,Silt,0.39,29.26,81.06,2210.85,10.45,12.26,West,852,Kharif,Cotton,Canal,300.08,12.52,7.46
96,62,131,6.68,34.82,Clay,0.61,35.72,35.66,2020.19,4.38,2.48,East,684,Kharif,Potato,Drip,102.14,0.61,24.31
135,77,85,4.97,17.04,Sandy,1.52,33.28,44.68,2313.71,6.86,14.82,East,2135,Zaid,Cotton,Rainfed,240.0,6.57,8.36
168,26,101,6.8,47.66,Clay,0.75,12.05,88.68,521.07,9.2,3.58,Central,555,Kharif,Cotton,Rainfed,100.15,22.01,6.49
72,48,112,5.11,46.56,Clay,1.07,16.49,57.71,505.63,9.75,8.25,South,641,Zaid,Maize,Canal,186.84,20.45,9.54
174,75,91,5.76,54.21,Loamy,1.14,38.52,61.81,1742.76,9.9,15.46,West,1240,Kharif,Rice,Canal,163.36,4.65,9.71
125,67,120,7.69,42.31,Loamy,1.44,23.86,51.02,2607.24,10.62,2.1,Central,17,Zaid,Wheat,Drip,305.48,6.16,10.77
161,39,68,4.84,46.15,Sandy,0.61,34.36,53.53,2165.43,5.88,14.62,East,281,Rabi,Wheat,Sprinkler,103.03,23.59,6.06
110,76,109,5.06,28.97,Loamy,1.46,27.26,83.67,2053.37,6.68,13.7,East,610,Rabi,Wheat,Rainfed,306.9,10.07,8.0
70,18,56,6.04,19.27,Silt,0.81,34.71,42.55,1185.01,8.44,5.96,East,1987,Kharif,Sugarcane,Canal,163.29,3.51,73.75
162,27,89,8.2,51.87,Loamy,1.5,32.04,46.75,1722.85,10.14,16.23,East,898,Zaid,Potato,Sprinkler,77.67,12.51,22.22
64,56,52,5.79,45.59,Silt,0.83,18.39,60.04,2040.38,8.21,16.55,South,477,Rabi,Maize,Rainfed,252.67,11.79,9.52
51,63,47,5.33,61.92,Sandy,0.44,39.74,48.63,1563.47,5.9,13.44,West,6,Zaid,Maize,Canal,348.68,24.32,11.81
179,92,107,6.67,64.46,Sandy,0.37,24.72,83.56,876.57,9.61,15.06,South,816,Zaid,Maize,Canal,317.83,16.14,12.99
141,70,23,6.57,57.36,Clay,1.56,27.55,67.98,1997.27,10.31,3.47,Central,983,Kharif,Potato,Sprinkler,328.0,11.36,26.56
40,61,85,6.33,64.28,Silt,0.46,26.21,60.22,1588.07,4.06,8.52,South,1027,Zaid,Wheat,Canal,164.92,9.25,8.87
32,22,96,8.02,47.37,Clay,1.0,36.56,66.24,924.87,4.04,17.49,Central,1480,Kharif,Cotton,Drip,119.34,15.35,3.96
166,69,129,5.75,19.6,Clay,0.99,18.4,31.19,1619.44,10.68,2.63,North,501,Rabi,Cotton,Drip,311.01,13.32,10.39
89,32,68,5.8,19.49,Clay,0.82,11.85,74.51,1157.18,7.9,8.07,North,1692,Zaid,Maize,Drip,69.06,16.73,8.05
105,49,147,5.28,55.36,Silt,0.84,22.84,50.13,466.84,4.62,17.35,Central,1110,Rabi,Potato,Drip,334.95,13.73,25.52
116,95,54,7.17,26.84,Loamy,0.92,37.55,66.49,1480.86,6.5,10.96,South,705,Zaid,Wheat,Rainfed,168.02,22.72,8.9
43,46,93,5.89,18.05,Silt,0.43,23.18,79.93,2722.04,7.97,1.49,Central,2130,Rabi,Maize,Canal,262.82,0.1,10.09
47,38,88,7.53,38.61,Loamy,1.33,18.33,50.73,922.91,8.38,15.49,East,1659,Rabi,Wheat,Canal,171.25,14.0,6.38
142,21,53,8.1,30.73,Silt,0.79,28.55,32.22,1402.52,5.14,6.49,South,2001,Zaid,Cotton,Drip,240.5,19.82,4.74
102,27,143,4.95,44.41,Sandy,0.62,32.13,30.06,2353.63,9.88,1.61,North,1118,Kharif,Sugarcane,Sprinkler,156.74,2.24,75.4
52,83,130,8.18,45.01,Sandy,0.71,23.88,81.59,2674.56,7.81,15.13,West,2114,Rabi,Cotton,Canal,151.95,2.34,7.0
112,56,51,5.66,49.08,Loamy,1.1,21.4,62.79,439.71,7.68,13.68,North,686,Zaid,Sugarcane,Sprinkler,164.15,2.37,72.1
154,45,35,6.23,43.82,Clay,1.31,20.94,69.03,2174.21,7.79,10.03,West,1938,Kharif,Rice,Drip,288.72,23.54,10.32
98,88,87,7.44,34.05,Clay,0.5,22.64,65.81,1104.73,4.44,7.17,Central,1481,Zaid,Potato,Canal,119.47,21.14,23.88
76,40,73,7.06,16.18,Clay,1.07,35.28,40.14,568.37,9.27,13.89,Central,1210,Rabi,Wheat,Sprinkler,186.82,2.73,7.44
